Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Dlc Name,Warehouse Load Date
O10000615,10000615,Secretary of the Corporation,DEPARTMENTS,10000615.0,HR-402500,402500.0,Secretary of the Corporation,Secretary of the Corporation,Secretary of the Corporation,VP & Secretary of Corp Area,President & Chairman of the Corporation,MIT-All,10000000.0,1.0,MIT-All,10000003.0,425.0,President & Chairman of the Corporation,10000256.0,426.0,VP & Secretary of Corp Area,10000615.0,427.0,Secretary of the Corporation,,,,D_VP_SEC_CORP,VP and Secretary of the Corporation,01/08/16 01:03 AM
O10004184,10004184,Alumni Association Finance & Operations,DEPARTMENTS,10004184.0,HR-871010,871010.0,Alumni Association Finance & Operations,Alumni Association Finance and Operations,,Alumni Association Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004183.0,349.0,Alumni Association Area,10004184.0,350.0,Alumni Association Finance & Operations,,,,D_ALUM,Alumni Association,01/08/16 01:03 AM
O10004733,10004733,Office of Sustainability,DEPARTMENTS,10004733.0,HR-404203,404203.0,Office of Sustainability,Office of Sustainability,Office of Sustainability,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004733.0,360.0,Office of Sustainability,,,,,,,D_SUST,OFFICE OF SUSTAINABILITY,01/08/16 01:03 AM
O10004158,10004158,Student Outreach and Support,DEPARTMENTS,10004158.0,HR-443001,443001.0,Student Outreach and Support,Student Outreach and Support,Student Outreach and Support,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002858.0,144.0,Student Development Area,10004158.0,150.0,Student Outreach and Support,D_STUDDEV,Student Development,01/08/16 01:03 AM
O10004233,10004233,Simons Center for the Social Brain,DEPARTMENTS,10004233.0,HR-154501,154501.0,Simons Center for the Social Brain,Simons Center for the Social Brain,,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10004233.0,121.0,Simons Center for the Social Brain,,,,D_SCSB,Simons Center for the Social Brain,01/08/16 01:03 AM
O10002459,10002459,Facilities Administration,DEPARTMENTS,10002459.0,HR-591040,591040.0,Facilities Administration,Department of Facilities,Facilities Administration,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,10002458.0,362.0,Campus Services area,10002459.0,363.0,Facilities Administration,D_FACILITIES,Department of Facilities,01/08/16 01:03 AM
O10002462,10002462,Facilities Grounds Services,DEPARTMENTS,10002462.0,HR-591021,591021.0,Facilities Grounds Services,Department of Facilities,Facilities Grounds Services,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,10002458.0,362.0,Campus Services area,10002462.0,366.0,Facilities Grounds Services,D_FACILITIES,Department of Facilities,01/08/16 01:03 AM
O10000359,10000359,Economics,DEPARTMENTS,10000359.0,HR-091000,91000.0,Economics,Department of Economics,"Economics, Department of","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10004108.0,103.0,Economics Area,10000359.0,104.0,Economics,D_ECO,Economics,01/08/16 01:03 AM
O10000362,10000362,Global Studies and Languages,DEPARTMENTS,10000362.0,HR-093300,93300.0,Global Studies and Languages,Global Studies and Languages,,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10003608.0,100.0,Foreign Languages & Literature Area,10000362.0,101.0,Global Studies and Languages,D_FLL,Foreign Languages & Literature,01/08/16 01:03 AM
O10000619,10000619,VP for Reseach Admin Directors area,DEPARTMENTS,10000619.0,HR-404002ASR,404002.0,VP for Reseach Admin Directors area,Office of the Vice President for Research,,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000619.0,307.0,VP for Reseach Admin Directors area,,,,D_VPRESOFF,Office of the Vice President of Research,01/08/16 01:03 AM
O10000755,10000755,Admissions Office,DEPARTMENTS,10000755.0,HR-446100,446100.0,Admissions Office,Admissions Office,Admissions Office,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000041.0,197.0,Admissions Office Area,10000755.0,198.0,Admissions Office,D_ADM,Admissions,01/08/16 01:03 AM
O10002658,10002658,Office of Study Abroad,DEPARTMENTS,10002658.0,HR-446610,446610.0,Office of Study Abroad,Office of Study Abroad,Office of Study Abroad,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10002683.0,183.0,MIT Careers Office Area,10002658.0,185.0,Office of Study Abroad,D_OSA,Office of Study Abroad,01/08/16 01:03 AM
O10000959,10000959,HR-EMPREL,DEPARTMENTS,10000959.0,HR-409010,409010.0,HR-EMPREL,HR-EMPREL,HR-EMPREL,VP for Human Resources Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000033.0,391.0,VP for Human Resources Area,10000959.0,394.0,HR-EMPREL,,,,D_HR,Human Resources Department,01/08/16 01:03 AM
O10002633,10002633,Center for Global Change Science,DEPARTMENTS,10002633.0,HR-159400,159400.0,Center for Global Change Science,Center for Global Change Science,"Global Change Science, Center for",Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10002633.0,130.0,Center for Global Change Science,,,,D_CGCS,Center for Global Change Science,01/08/16 01:03 AM
O10000928,10000928,Advanced Study Program,DEPARTMENTS,10000928.0,HR-061400,61400.0,Advanced Study Program,Advanced Study Program,Advanced Study Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000954.0,26.0,Professional Education Programs Area,10000928.0,32.0,Advanced Study Program,D_ASP,Advanced Study Program,01/08/16 01:03 AM
O10000721,10000721,Edgerton Center,DEPARTMENTS,10000721.0,HR-440100,440100.0,Edgerton Center,Edgerton Center,Edgerton Center,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10004083.0,194.0,Edgerton Area,10000721.0,196.0,Edgerton Center,D_EDGERTON,Edgerton Center,01/08/16 01:03 AM
O10000316,10000316,Lemelson/MIT Program,DEPARTMENTS,10000316.0,HR-061100,61100.0,Lemelson/MIT Program,Lemelson/MIT Program,Lemelson/MIT Program,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000316.0,70.0,Lemelson/MIT Program,,,,D_LEMELSON,Lemelson-MIT Project,01/08/16 01:03 AM
O10000930,10000930,TIE,DEPARTMENTS,10000930.0,HR-061600,61600.0,TIE,TIE,TIE,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000930.0,55.0,TIE,,,,D_TIE,Tech. Innovation and Entrepreneurship,01/08/16 01:03 AM
O10000357,10000357,"School of Humanities, Arts, & Social Sci",DEPARTMENTS,10000357.0,HR-090000,90000.0,"School of Humanities, Arts, & Social Sci","School of Humanities, Arts, and Social Sciences","School of Humanities, Arts, and Social Sciences","Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10004383.0,106.0,SHASS area,10000357.0,107.0,"School of Humanities, Arts, & Social Sci",D_DHSS,Dean of Humanities & Social Sciences,01/08/16 01:03 AM
O10000612,10000612,Division of Comparative Medicine,DEPARTMENTS,10000612.0,HR-402100,402100.0,Division of Comparative Medicine,Division of Comparative Medicine,Division of Comparative Medicine,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000612.0,283.0,Division of Comparative Medicine,,,,D_COMPMED,Division Of Comparative Medicine,01/08/16 01:03 AM
O10000543,10000543,Spectroscopy Laboratory,DEPARTMENTS,10000543.0,HR-159500,159500.0,Spectroscopy Laboratory,Spectroscopy Laboratory,Spectroscopy Laboratory,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10000543.0,131.0,Spectroscopy Laboratory,,,,D_SPEC,Spectroscopy Laboratory,01/08/16 01:03 AM
O10000289,10000289,Terrascope,DEPARTMENTS,10000289.0,HR-060085,60085.0,Terrascope,Terrascope,Terrascope,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000289.0,209.0,Terrascope,,,,D_ISP,Integrated Studies Program,01/08/16 01:03 AM
O10000553,10000553,Center for Biomedical Engineering,DEPARTMENTS,10000553.0,HR-166000,166000.0,Center for Biomedical Engineering,Center for Biomedical Engineering,Center for Biomedical Engineering,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000553.0,298.0,Center for Biomedical Engineering,,,,D_CBE,Center for Biomedical Engineering,01/08/16 01:03 AM
O10003234,10003234,CMS,DEPARTMENTS,10003234.0,HR-093610,93610.0,CMS,CMS,,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",10003233.0,97.0,Literature Area,10003234.0,99.0,CMS,D_LIT,Literature,01/08/16 01:03 AM
O10002533,10002533,Student Life Programs Area,ORGANIZATION LEVEL,,,,,,,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002533.0,141.0,Student Life Programs Area,,,,,,01/08/16 01:03 AM
O10002537,10002537,Architecture & Planning - Depart Heads,DEPARTMENTS,10002537.0,HR-030100,30100.0,Architecture & Planning - Depart Heads,Architecture & Planning - Department Heads,Architecture & Planning - Department Heads,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10002537.0,19.0,Architecture & Planning - Depart Heads,,,,D_ARCH_DEPTHEAD,Architecture Department Heads,01/08/16 01:03 AM
O10002933,10002933,EHS Headquarters Office,DEPARTMENTS,10002933.0,HR-392100,392100.0,EHS Headquarters Office,EHS Headquarters Office,EHS Headquarters Office,EHS Headquarters Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10002908.0,319.0,EHS Headquarters Area,10002933.0,321.0,EHS Headquarters Office,,,,D_EHSO,"Environment, Health and Safety Office",01/08/16 01:03 AM
O10002887,10002887,PKG Public Service Center,DEPARTMENTS,10002887.0,HR-441320,441320.0,PKG Public Service Center,PKG Public Service Center,PKG Public Service Center,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10002858.0,144.0,Student Development Area,10002887.0,148.0,PKG Public Service Center,D_SLP,Student Life Programs,01/08/16 01:03 AM
O10000545,10000545,Koch Inst - Integrative Cancer Research,DEPARTMENTS,10000545.0,HR-402000,402000.0,Koch Inst - Integrative Cancer Research,David H Koch Institute for Integrative Cancer Res,David H Koch Institute for Integrative Cancer Res,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000545.0,306.0,Koch Inst - Integrative Cancer Research,,,,D_KI,Koch Institute for Integrative Cancer Research,01/08/16 01:03 AM
O10000544,10000544,Kavli Inst for Astrophysics & Space Rsrh,DEPARTMENTS,10000544.0,HR-159600,159600.0,Kavli Inst for Astrophysics & Space Rsrh,Kavli Institute for Astrophysics & Space Research,Kavli Institute for Astrophysics & Space Research,Science Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000030.0,117.0,Science Area,10000544.0,132.0,Kavli Inst for Astrophysics & Space Rsrh,,,,D_CSR,Kavli Institute for Astrophysics & Space Research,01/08/16 01:03 AM
O10000033,10000033,VP for Human Resources Area,ORGANIZATION LEVEL,,,,,,,VP for Human Resources Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000033.0,391.0,VP for Human Resources Area,,,,,,,,,01/08/16 01:03 AM
O10003858,10003858,Fin and Ops for Alum Assoc and Res Dev,DEPARTMENTS,10003858.0,HR-410003,410003.0,Fin and Ops for Alum Assoc and Res Dev,Fin and Ops for Alumni Association & Resource Dev,Fin and Ops for Alumni Association & Resource Dev,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10003858.0,405.0,Fin and Ops for Alum Assoc and Res Dev,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10003708,10003708,Forum for the Future of Higher Education,DEPARTMENTS,10003708.0,HR-401201,401201.0,Forum for the Future of Higher Education,Forum for the Future of Higher Education,,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003708.0,348.0,Forum for the Future of Higher Education,,,,,,,D_FFHE,Forum for the Future of Higher Education,01/08/16 01:03 AM
O10000958,10000958,The Broad Institute,DEPARTMENTS,10000958.0,HR-419000,419000.0,The Broad Institute,The Broad Institute,"Broad Institute, The",VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10000958.0,311.0,The Broad Institute,,,,D_BROAD,The Broad Institute,01/08/16 01:03 AM
O10000581,10000581,Lincoln Laboratory,DEPARTMENTS,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,,,,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10000949,10000949,LL-Communication Systems,SUB DEPARTMENT,10000581.0,HR-310000,310000.0,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000581.0,228.0,Lincoln Laboratory,10000949.0,237.0,LL-Communication Systems,,,,D_LINCOLN,Lincoln Laboratory,01/08/16 01:03 AM
O10004534,10004534,Financial Operations,DEPARTMENTS,10004534.0,HR-423301,423301.0,Financial Operations,Financial Operations,,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10003683.0,326.0,Financial Operations Area,10004534.0,332.0,Financial Operations,D_CAS,Controller & Accounting Services,01/08/16 01:03 AM
O10005008,10005008,Innovation Initiative,DEPARTMENTS,10005008.0,HR-401822,401822.0,Innovation Initiative,Innovation Initiative,Innovation Initiative,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10000218.0,248.0,Provost Office,10005008.0,255.0,Innovation Initiative,D_PROVOST,Provost's Office,01/08/16 01:03 AM
O10005133,10005133,Government & Community Relations,DEPARTMENTS,10005133.0,HR-404512,404512.0,Government & Community Relations,Office of Government & Community Relations,Office of Government & Community Relations,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10005133.0,385.0,Government & Community Relations,,,,,,,D_EXECVP,Executive Vice President's Office,01/08/16 01:03 AM
O10002783,10002783,Sloan School Department Heads,DEPARTMENTS,10002783.0,HR-121140,121140.0,Sloan School Department Heads,Sloan School Department Heads,Sloan School Department Heads,Sloan School of Management Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000031.0,109.0,Sloan School of Management Area,10002783.0,114.0,Sloan School Department Heads,,,,D_SLOAN,Sloan School of Management,01/08/16 01:03 AM
O10000760,10000760,Registrar's Office,DEPARTMENTS,10000760.0,HR-446700,446700.0,Registrar's Office,Registrar's Office,Registrar's Office,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000760.0,218.0,Registrar's Office,,,,D_REG,Registrar,01/08/16 01:03 AM
O10000352,10000352,Lab for Manufacturing & Productivity,DEPARTMENTS,10000352.0,HR-069700,69700.0,Lab for Manufacturing & Productivity,Laboratory for Manufacturing and Productivity,Lab for Manufacturing & Productivity,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10004983.0,47.0,Mechanical Eng Area,10000352.0,50.0,Lab for Manufacturing & Productivity,D_MECHE,Mechanical Engineering,01/08/16 01:03 AM
O10004235,10004235,Campaign Planning,DEPARTMENTS,10004235.0,HR-410091,410091.0,Campaign Planning,Campaign Planning,,VP for Resource Development,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10000035.0,401.0,VP for Resource Development,10000187.0,402.0,Office VP Resource Development,10004235.0,406.0,Campaign Planning,D_RESDEV,Vice President for Resource Development,01/08/16 01:03 AM
O10003487,10003487,Sourcing and Procurement,DEPARTMENTS,10003487.0,HR-407030,407030.0,Sourcing and Procurement,Procurement,Procurement,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10003683.0,326.0,Financial Operations Area,10003487.0,329.0,Sourcing and Procurement,D_PROCURE,Procurement Office,01/08/16 01:03 AM
O10002460,10002460,Facilities Custodial Services,DEPARTMENTS,10002460.0,HR-591020,591020.0,Facilities Custodial Services,Department of Facilities,Facilities Custodial Services,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,10002458.0,362.0,Campus Services area,10002460.0,364.0,Facilities Custodial Services,D_FACILITIES,Department of Facilities,01/08/16 01:03 AM
O10003458,10003458,Security & Emergency Management Office,DEPARTMENTS,10003458.0,HR-591028,591028.0,Security & Emergency Management Office,Security and Emergency Management Office,Security & Emergency Management Office,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,10002458.0,362.0,Campus Services area,10004234.0,369.0,Security & Emergency Management area,D_FACILITIES,Department of Facilities,01/08/16 01:03 AM
O10003484,10003484,Sponsored Accounting,DEPARTMENTS,10003484.0,HR-423600,423600.0,Sponsored Accounting,Sponsored Accounting,Sponsored Accounting,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10000077.0,337.0,Controller's Area,10003484.0,340.0,Sponsored Accounting,D_CAS,Controller & Accounting Services,01/08/16 01:03 AM
O10004634,10004634,Media Lab Consortia,DEPARTMENTS,10004634.0,HR-039010,39010.0,Media Lab Consortia,Media Lab Consortia,Media Lab Consortia,Architecture & Planning Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000005.0,7.0,Architecture & Planning Area,10004633.0,13.0,Media Lab Area,10004634.0,14.0,Media Lab Consortia,D_MEDIA,Media Lab,01/08/16 01:03 AM
O10004635,10004635,Comprehensive Stewardship Group,DEPARTMENTS,10004635.0,HR-591029,591029.0,Comprehensive Stewardship Group,Maintenance and Utilities,Maintenance and Utilities,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,10004858.0,374.0,Maintenance and Utilities Area,10004635.0,377.0,Comprehensive Stewardship Group,D_FACILITIES,Department of Facilities,01/08/16 01:03 AM
O10004758,10004758,MIT Professional Education OnlineX,DEPARTMENTS,10004758.0,HR-061802,61802.0,MIT Professional Education OnlineX,MIT Professional Education OnlineX,,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10000954.0,26.0,Professional Education Programs Area,10004758.0,29.0,MIT Professional Education OnlineX,D_PEP,Professional Education Programs,01/08/16 01:03 AM
O10000022,10000022,"Libraries, MIT Press, Tech Review",ORGANIZATION LEVEL,,,,,,,"Libraries, MIT Press, Tech Review",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000022.0,221.0,"Libraries, MIT Press, Tech Review",,,,,,,,,01/08/16 01:03 AM
O10000256,10000256,VP & Secretary of Corp Area,ORGANIZATION LEVEL,,,,,,,VP & Secretary of Corp Area,President & Chairman of the Corporation,MIT-All,10000000.0,1.0,MIT-All,10000003.0,425.0,President & Chairman of the Corporation,10000256.0,426.0,VP & Secretary of Corp Area,,,,,,,,,01/08/16 01:03 AM
O10002683,10002683,MIT Careers Office Area,ORGANIZATION LEVEL,,,,,,,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10002683.0,183.0,MIT Careers Office Area,,,,,,01/08/16 01:03 AM
O10004583,10004583,Digital Learning Area,ORGANIZATION LEVEL,,,,,,,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,10004583.0,264.0,Digital Learning Area,,,,,,01/08/16 01:03 AM
O10002808,10002808,Student Financial Services Area,ORGANIZATION LEVEL,,,,,,,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10002808.0,186.0,Student Financial Services Area,,,,,,01/08/16 01:03 AM
O19999999,19999999,HR-Affiliates,NON HIERARCHY ORG UNITS,,,,,,,,,MIT-All,,1.0,MIT-All,,,,,,,,,,,,,,,01/08/16 01:03 AM
O10000219,10000219,ROTC Programs,ORGANIZATION LEVEL,,,,,,,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000013.0,182.0,Dean for Undergraduate Education Area,10000219.0,200.0,ROTC Programs,,,,,,01/08/16 01:03 AM
O10004058,10004058,RLE Area,ORGANIZATION LEVEL,,,,,,,VP Research,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000032.0,281.0,VP Research,10004058.0,291.0,RLE Area,,,,,,01/08/16 01:03 AM
O10003583,10003583,Major Agreements Area,ORGANIZATION LEVEL,,,,,,,Major Agreements Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003583.0,345.0,Major Agreements Area,,,,,,,,,01/08/16 01:03 AM
O10000020,10000020,"Humanities, Arts, & Social Sciences Area",ORGANIZATION LEVEL,,,,,,,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000020.0,85.0,"Humanities, Arts, & Social Sciences Area",,,,,,,,,01/08/16 01:03 AM
O10000000,10000000,MIT-All,ALL MIT,,,,,,,,,MIT-All,10000000.0,1.0,MIT-All,,,,,,,,,,,,,,,01/08/16 01:03 AM
O10003683,10003683,Financial Operations Area,ORGANIZATION LEVEL,,,,,,,VP for Finance Area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10003333.0,323.0,VP for Finance Area,10003683.0,326.0,Financial Operations Area,,,,,,01/08/16 01:03 AM
O10000025,10000025,Office of Provost Area,ORGANIZATION LEVEL,,,,,,,Office of Provost Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000025.0,247.0,Office of Provost Area,,,,,,,,,01/08/16 01:03 AM
O10004234,10004234,Security & Emergency Management area,ORGANIZATION LEVEL,,,,,,,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,10002458.0,362.0,Campus Services area,10004234.0,369.0,Security & Emergency Management area,,,01/08/16 01:03 AM
O10005160,10005160,Inst for Medical Eng. and Science Prof,DEPARTMENTS,10005160.0,hr-060004,60004.0,Inst for Medical Eng. and Science Prof,Inst for Medical Eng. and Science Prof,Inst for Medical Eng. and Science Prof,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10005160.0,54.0,Inst for Medical Eng. and Science Prof,,,,,,01/08/16 01:03 AM
O10000223,10000223,Residential Life Programs Area,ORGANIZATION LEVEL,,,,,,,Dean for Student Life Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000012.0,140.0,Dean for Student Life Area,10000223.0,170.0,Residential Life Programs Area,,,,,,01/08/16 01:03 AM
O10004935,10004935,Campus Construction area,ORGANIZATION LEVEL,,,,,,,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000.0,1.0,MIT-All,10000002.0,316.0,Executive Vice President Area,10004934.0,361.0,MIT Department of Facilities area,10004935.0,381.0,Campus Construction area,,,,,,01/08/16 01:03 AM
O10003833,10003833,VP for Institute Affairs Area,ORGANIZATION LEVEL,,,,,,,VP & Secretary of Corp Area,President & Chairman of the Corporation,MIT-All,10000000.0,1.0,MIT-All,10000003.0,425.0,President & Chairman of the Corporation,10000256.0,426.0,VP & Secretary of Corp Area,10003833.0,428.0,VP for Institute Affairs Area,,,,,,01/08/16 01:03 AM
O10005159,10005159,School of Engineering Professors,DEPARTMENTS,10005159.0,hr-060003,60003.0,School of Engineering Professors,School of Engineering Professors,School of Engineering Professors,Engineering Area,Provost Area,MIT-All,10000000.0,1.0,MIT-All,10000001.0,2.0,Provost Area,10000018.0,25.0,Engineering Area,10005159.0,53.0,School of Engineering Professors,,,,,,01/08/16 01:03 AM
