Hr Org Unit Key,Hr Org Unit Id,Hr Org Unit Title,Hr Org Unit Level,Hr Department Id,Hr Department Code,Hr Department Code Old,Hr Department Name,Hr Department Name Long,Hr Department Name Alpha,Org Hier School Area Name,Org Hier Top Level Name,Org Hier Root Name,Hr Org Level1 Id,Hr Org Level1 Sort,Hr Org Level1 Name,Hr Org Level2 Id,Hr Org Level2 Sort,Hr Org Level2 Name,Hr Org Level3 Id,Hr Org Level3 Sort,Hr Org Level3 Name,Hr Org Level4 Id,Hr Org Level4 Sort,Hr Org Level4 Name,Hr Org Level5 Id,Hr Org Level5 Sort,Hr Org Level5 Name,Dlc Key,Warehouse Load Date
O10000543,10000543,Spectroscopy Laboratory,DEPARTMENTS,10000543,HR-159500,159500,Spectroscopy Laboratory,Spectroscopy Laboratory,Spectroscopy Laboratory,Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000543,131.00,Spectroscopy Laboratory,"","","",D_SPEC,01/08/16 01:03 AM
O10000545,10000545,Koch Inst - Integrative Cancer Research,DEPARTMENTS,10000545,HR-402000,402000,Koch Inst - Integrative Cancer Research,David H Koch Institute for Integrative Cancer Res,David H Koch Institute for Integrative Cancer Res,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000545,306.00,Koch Inst - Integrative Cancer Research,"","","",D_KI,01/08/16 01:03 AM
O10000547,10000547,Laboratory for Nuclear Science,DEPARTMENTS,10000547,HR-159900,159900,Laboratory for Nuclear Science,Laboratory for Nuclear Science,Laboratory for Nuclear Science,Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000547,133.00,Laboratory for Nuclear Science,"","","",D_LNS,01/08/16 01:03 AM
O10000550,10000550,Clinical Research Center,DEPARTMENTS,10000550,HR-163000,163000,Clinical Research Center,Clinical Research Center,Clinical Research Center,Whitaker,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000036,312.00,Whitaker,10000550,315.00,Clinical Research Center,"","","",D_CLINRES,01/08/16 01:03 AM
O10000553,10000553,Center for Biomedical Engineering,DEPARTMENTS,10000553,HR-166000,166000,Center for Biomedical Engineering,Center for Biomedical Engineering,Center for Biomedical Engineering,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000553,298.00,Center for Biomedical Engineering,"","","",D_CBE,01/08/16 01:03 AM
O10000536,10000536,Physics,DEPARTMENTS,10000536,HR-158000,158000,Physics,Department of Physics,"Physics, Department of",Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000536,128.00,Physics,"","","",D_PHYSICS,01/08/16 01:03 AM
O10000557,10000557,Military Science,DEPARTMENTS,10000557,HR-187500,187500,Military Science,Military Science,Military Science,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000219,200.00,ROTC Programs,10000557,202.00,Military Science,D_ROTC,01/08/16 01:03 AM
O10000569,10000569,Plasma Science and Fusion Center,DEPARTMENTS,10000569,HR-243000,243000,Plasma Science and Fusion Center,Plasma Science and Fusion Center,Plasma Science and Fusion Center,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000569,299.00,Plasma Science and Fusion Center,"","","",D_PSFC,01/08/16 01:03 AM
O10000574,10000574,Operations Research Center,DEPARTMENTS,10000574,HR-121152,121152,Operations Research Center,Operations Research Center,Operations Research Center,Sloan School of Management Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000031,109.00,Sloan School of Management Area,10000574,116.00,Operations Research Center,"","","",D_SLOAN,01/08/16 01:03 AM
O10000576,10000576,Francis Bitter Magnet Laboratory,DEPARTMENTS,10000576,HR-265000,265000,Francis Bitter Magnet Laboratory,Francis Bitter Magnet Laboratory,Francis Bitter Magnet Laboratory,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000576,301.00,Francis Bitter Magnet Laboratory,"","","",D_MAGLAB,01/08/16 01:03 AM
O10000578,10000578,Research Laboratory of Electronics,DEPARTMENTS,10000578,HR-267000,267000,Research Laboratory of Electronics,Research Laboratory of Electronics,Research Laboratory of Electronics,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10004058,291.00,RLE Area,10000578,293.00,Research Laboratory of Electronics,D_RLE,01/08/16 01:03 AM
O10000581,10000581,Lincoln Laboratory,DEPARTMENTS,10000581,HR-310000,310000,Lincoln Laboratory,Lincoln Laboratory,Lincoln Laboratory,Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000581,228.00,Lincoln Laboratory,"","","","","","",D_LINCOLN,01/08/16 01:03 AM
O10000582,10000582,MIT Energy Initiative,DEPARTMENTS,10000582,HR-320000,320000,MIT Energy Initiative,MIT Energy Initiative,MIT Energy Initiative,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000582,303.00,MIT Energy Initiative,"","","",D_LFEE,01/08/16 01:03 AM
O10000653,10000653,Human Resources,DEPARTMENTS,10000653,HR-409000,409000,Human Resources,Human Resources Department,Human Resources Department,VP for Human Resources Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000033,391.00,VP for Human Resources Area,10000653,392.00,Human Resources,"","","",D_HR,01/08/16 01:03 AM
O10000659,10000659,Corporate Development,DEPARTMENTS,10000659,HR-410010,410010,Corporate Development,Corporate Development,Corporate Development,VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10000659,409.00,Corporate Development,D_RESDEV,01/08/16 01:03 AM
O10000662,10000662,Global Initiatives,DEPARTMENTS,10000662,HR-410035,410035,Global Initiatives,Global Initiatives,Global Initiatives,VP for Resource Development,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000035,401.00,VP for Resource Development,10000187,402.00,Office VP Resource Development,10000662,412.00,Global Initiatives,D_RESDEV,01/08/16 01:03 AM
O10000363,10000363,History Section,DEPARTMENTS,10000363,HR-093400,093400,History Section,History Section,History Section,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10000363,87.00,History Section,"","","",D_HISTORY,01/08/16 01:03 AM
O10000651,10000651,Property Office,DEPARTMENTS,10000651,HR-406800,406800,Property Office,Property Office,Property Office,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10000077,337.00,Controller's Area,10000651,338.00,Property Office,D_PROPERTY,01/08/16 01:03 AM
O10000371,10000371,Center for International Studies,DEPARTMENTS,10000371,HR-097500,097500,Center for International Studies,Center for International Studies,Center for International Studies,"Humanities, Arts, & Social Sciences Area",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000020,85.00,"Humanities, Arts, & Social Sciences Area",10000371,93.00,Center for International Studies,"","","",D_CIS,01/08/16 01:03 AM
O10000426,10000426,School of Science,DEPARTMENTS,10000426,HR-150000,150000,School of Science,School of Science,School of Science,Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000426,122.00,School of Science,"","","",D_DEANSCI,01/08/16 01:03 AM
O10000533,10000533,Mathematics,DEPARTMENTS,10000533,HR-154000,154000,Mathematics,Department of Mathematics,"Mathematics, Department of",Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000533,126.00,Mathematics,"","","",D_MATHS,01/08/16 01:03 AM
O10000542,10000542,Picower Institute for Learning & Memory,DEPARTMENTS,10000542,HR-159300,159300,Picower Institute for Learning & Memory,Picower Institute for Learning & Memory,Picower Institute for Learning & Memory,Science Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000030,117.00,Science Area,10000542,129.00,Picower Institute for Learning & Memory,"","","",D_PILM,01/08/16 01:03 AM
O10000549,10000549,Harvard/MIT Division of HST,DEPARTMENTS,10000549,HR-161000,161000,Harvard/MIT Division of HST,Harvd-MIT Division of Health Sciences & Technology,Harvd-MIT Division of Health Sciences & Technology,Whitaker,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000036,312.00,Whitaker,10000549,314.00,Harvard/MIT Division of HST,"","","",D_HST,01/08/16 01:03 AM
O10000556,10000556,Aerospace Studies,DEPARTMENTS,10000556,HR-187100,187100,Aerospace Studies,Air Force Aerospace Studies,Air Force Aerospace Studies,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000219,200.00,ROTC Programs,10000556,201.00,Aerospace Studies,D_ROTC,01/08/16 01:03 AM
O10000558,10000558,Naval Science,DEPARTMENTS,10000558,HR-187800,187800,Naval Science,Naval Science,Naval Science,Dean for Undergraduate Education Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000013,182.00,Dean for Undergraduate Education Area,10000219,200.00,ROTC Programs,10000558,203.00,Naval Science,D_ROTC,01/08/16 01:03 AM
O10000575,10000575,Nuclear Reactor Laboratory,DEPARTMENTS,10000575,HR-264000,264000,Nuclear Reactor Laboratory,Nuclear Reactor Laboratory,Nuclear Reactor Laboratory,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10000575,300.00,Nuclear Reactor Laboratory,"","","",D_NRL,01/08/16 01:03 AM
O10000579,10000579,Libraries,DEPARTMENTS,10000579,HR-271000,271000,Libraries,Libraries,Libraries,"Libraries, MIT Press, Tech Review",Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000022,221.00,"Libraries, MIT Press, Tech Review",10000162,222.00,Libraries,10000579,223.00,Libraries,D_LIBRARIES,01/08/16 01:03 AM
O10000005,10000005,Architecture & Planning Area,ORGANIZATION LEVEL,"","","","","","",Architecture & Planning Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000005,7.00,Architecture & Planning Area,"","","","","","","",01/08/16 01:03 AM
O10000025,10000025,Office of Provost Area,ORGANIZATION LEVEL,"","","","","","",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,"","","","","","","",01/08/16 01:03 AM
O19999901,19999901,Payroll - Other Payments,N/A,"","","","","","","","",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002190,10002190,Center for International Studies (old),DEPARTMENTS,10002190,HR-244000,244000,Center for International Studies (old),Center for International Studies (old),Center for International Studies (old),"Humanities, Arts, & Social Sciences Area","Humanities, Arts, & Social Sciences Area",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002161,10002161,Statistics Center (old),DEPARTMENTS,10002161,HR-068701,068701,Statistics Center (old),Statistics Center (old),Statistics Center (old),Engineering Area,Engineering Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002188,10002188,Statistics Center (old),DEPARTMENTS,10002188,HR-098000,098000,Statistics Center (old),Statistics Center (old),Statistics Center (old),"Humanities, Arts, & Social Sciences Area","Humanities, Arts, & Social Sciences Area",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002195,10002195,Neurosciences Research Program (old),DEPARTMENTS,10002195,HR-246500,246500,Neurosciences Research Program (old),Neurosciences Research Program (old),Neurosciences Research Program (old),Provost Area,Provost Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002199,10002199,Professional Institute (old),DEPARTMENTS,10002199,HR-448000,448000,Professional Institute (old),Professional Institute (old),Professional Institute (old),Provost Area,Provost Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002208,10002208,Clinical Research Center (old),DEPARTMENTS,10002208,HR-259000,259000,Clinical Research Center (old),Clinical Research Center (old),Clinical Research Center (old),VP Research,VP Research,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002238,10002238,Clinical Research Center (old),DEPARTMENTS,10002238,HR-246400,246400,Clinical Research Center (old),Clinical Research Center (old),Clinical Research Center (old),Science Area,Science Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10000318,10000318,Institute for Soldier Nanotechnol (old),DEPARTMENTS,10000318,HR-061300,061300,Institute for Soldier Nanotechnol (old),Institute for Soldier Nanotechnol (old),Institute for Soldier Nanotechnol (old),Engineering Area,Engineering Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002163,10002163,Center for Advanced Eng Studies (old),DEPARTMENTS,10002163,HR-240500,240500,Center for Advanced Eng Studies (old),Center for Advanced Eng Studies (old),Center for Advanced Eng Studies (old),Engineering Area,Engineering Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002185,10002185,Division of Comparative Medicine (old),DEPARTMENTS,10002185,HR-495010,495010,Division of Comparative Medicine (old),Division of Comparative Medicine (old),Division of Comparative Medicine (old),Executive Vice President Area,Executive Vice President Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002200,10002200,Vice Pres for Resource Development (old),DEPARTMENTS,10002200,HR-401300,401300,Vice Pres for Resource Development (old),Vice Pres for Resource Development (old),Vice Pres for Resource Development (old),Office VP Resource Development,Office VP Resource Development,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002240,10002240,Center for Information Systems Res (old),DEPARTMENTS,10002240,HR-121400,121400,Center for Information Systems Res (old),Center for Information Systems Res (old),Center for Information Systems Res (old),Sloan School of Management Area,Sloan School of Management Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10000764,10000764,Professional Institute,DEPARTMENTS,10000764,HR-448000,448000,Professional Institute,Professional Institute,Professional Institute,Office of Provost Area,Office of Provost Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002187,10002187,Center Matl Rsc in Arch & Ethnology(old),DEPARTMENTS,10002187,HR-092000,092000,Center Matl Rsc in Arch & Ethnology(old),Center Matl Rsc in Arch & Ethnology(old),Center Matl Rsc in Arch & Ethnology(old),"Humanities, Arts, & Social Sciences Area","Humanities, Arts, & Social Sciences Area",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O00000000,00000000,N/A,"","","","","","","","","","","","","","","","","","","","","","","","","","",01/08/16 01:03 AM
O10005058,10005058,Office of the Treasurer Area,ORGANIZATION LEVEL,"","","","","","",Office of the Treasurer Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10005058,383.00,Office of the Treasurer Area,"","","","","","","",01/08/16 01:03 AM
O10005059,10005059,Office of Treasury and Planning,DEPARTMENTS,10005059,HR-404511,404511,Office of Treasury and Planning,Office of Treasury and Planning,Office of Treasury and Planning,Office of the Treasurer Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10005058,383.00,Office of the Treasurer Area,10005059,384.00,Office of Treasury and Planning,"","","",D_OTP,01/08/16 01:03 AM
O10005109,10005109,"ODL, Business Operations",DEPARTMENTS,10005109,HR-447103,447103,"ODL, Business Operations","ODL, Business Operations","ODL, Business Operations",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_DL,01/08/16 01:03 AM
O10005112,10005112,TBA,N/A,"","","","","","","","",MIT-All,10000000,1.00,MIT-All,19999000,437.00,Other Org Units,10005112,440.00,TBA,"","","","","","","",01/08/16 01:03 AM
O10005113,10005113,"ODL, Digital Learning Solutions",DEPARTMENTS,10005113,HR-447102,447102,"ODL, Digital Learning Solutions","ODL, Digital Learning Solutions","ODL, Digital Learning Solutions",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_DL,01/08/16 01:03 AM
O10005160,10005160,Inst for Medical Eng. and Science Prof,DEPARTMENTS,10005160,hr-060004,060004,Inst for Medical Eng. and Science Prof,Inst for Medical Eng. and Science Prof,Inst for Medical Eng. and Science Prof,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10005160,54.00,Inst for Medical Eng. and Science Prof,"","","","",01/08/16 01:03 AM
O19999900,19999900,Payroll - Benefits Payments,NON HIERARCHY ORG UNITS,"","","","","","","","",MIT-All,10000000,1.00,MIT-All,19999000,437.00,Other Org Units,19999900,444.00,Payroll - Benefits Payments,"","","","","","","",01/08/16 01:03 AM
O10000791,10000791,MIT POLICE,DEPARTMENTS,10000791,HR-492900,492900,MIT POLICE,MIT POLICE,"",Executive Vice President Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10000791,424.00,MIT POLICE,"","","","","","",D_POLICE,01/08/16 01:03 AM
O10002194,10002194,Center for Cancer Research (old),DEPARTMENTS,10002194,HR-240900,240900,Center for Cancer Research (old),Center for Cancer Research (old),Center for Cancer Research (old),Provost Area,Provost Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10000954,10000954,Professional Education Programs Area,ORGANIZATION LEVEL,"","","","","","",Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10000954,26.00,Professional Education Programs Area,"","","","",01/08/16 01:03 AM
O10002162,10002162,Center for Advanced Eng Studies (old),DEPARTMENTS,10002162,HR-069000,069000,Center for Advanced Eng Studies (old),Center for Advanced Eng Studies (old),Center for Advanced Eng Studies (old),Engineering Area,Engineering Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002193,10002193,Project Athena (old),DEPARTMENTS,10002193,HR-171000,171000,Project Athena (old),Project Athena (old),Project Athena (old),Provost Area,Provost Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002197,10002197,Chairman of the Corporation (old),DEPARTMENTS,10002197,HR-400002,400002,Chairman of the Corporation (old),Chairman of the Corporation (old),Chairman of the Corporation (old),Provost Area,Provost Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002204,10002204,MIT Associates (old),DEPARTMENTS,10002204,HR-412010,412010,MIT Associates (old),MIT Associates (old),MIT Associates (old),Office VP Resource Development,Office VP Resource Development,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002209,10002209,Laboratory for Nuclear Science (old),DEPARTMENTS,10002209,HR-263000,263000,Laboratory for Nuclear Science (old),Laboratory for Nuclear Science (old),Laboratory for Nuclear Science (old),VP Research,VP Research,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10002237,10002237,Cell Culture Center (old),DEPARTMENTS,10002237,HR-159800,159800,Cell Culture Center (old),Cell Culture Center (old),Cell Culture Center (old),Science Area,Science Area,MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10003935,10003935,M1 [DEANSCI15] INTELLIGENCE INITIATIVE,N/A,"","","","","","","","",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10005034,10005034,"ODL, Special Projects",DEPARTMENTS,10005034,HR-406110,406110,"ODL, Special Projects","ODL, Special Projects","ODL, Special Projects",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_DL,01/08/16 01:03 AM
O10005035,10005035,"ODL, Residential Education",DEPARTMENTS,10005035,HR-406109,406109,"ODL, Residential Education","ODL, Residential Education","ODL, Residential Education",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_DL,01/08/16 01:03 AM
O10005036,10005036,"ODL, Engineering",DEPARTMENTS,10005036,HR-406102,406102,"ODL, Engineering","ODL, Engineering","ODL, Engineering",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_DL,01/08/16 01:03 AM
O10005083,10005083,ODL area,ORGANIZATION LEVEL,"","","","","","",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,"",01/08/16 01:03 AM
O10005084,10005084,"ODL, Incubation",DEPARTMENTS,10005084,HR-406104,406104,"ODL, Incubation","ODL, Incubation","ODL, Incubation",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_DL,01/08/16 01:03 AM
O10005108,10005108,Supply Chain Management Program,DEPARTMENTS,10005108,HR-069501,069501,Supply Chain Management Program,Supply Chain Management Program,Supply Chain Management Program,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10005108,51.00,Supply Chain Management Program,"","","",D_SCM,01/08/16 01:03 AM
O10005110,10005110,"ODL, K-12",DEPARTMENTS,10005110,HR-447101,447101,"ODL, K-12","ODL, K-12","ODL, K-12",Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10004583,264.00,Digital Learning Area,10005083,267.00,ODL area,D_DL,01/08/16 01:03 AM
O10005111,10005111,MITii,DEPARTMENTS,10005111,HR-401823,401823,MITii,MITii,MITii,Office of Provost Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000025,247.00,Office of Provost Area,10000218,248.00,Provost Office,10005111,256.00,MITii,D_MITII,01/08/16 01:03 AM
O10005133,10005133,Government & Community Relations,DEPARTMENTS,10005133,HR-404512,404512,Government & Community Relations,Office of Government & Community Relations,Office of Government & Community Relations,Executive Vice President Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10005133,385.00,Government & Community Relations,"","","","","","",D_EXECVP,01/08/16 01:03 AM
O10005158,10005158,Inst for Data Systems and Society Profs,DEPARTMENTS,10005158,HR-060002,060002,Inst for Data Systems and Society Profs,"Institute for Data, Systems, and Society Profs","Institute for Data, Systems, and Society Profs",Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10005158,52.00,Inst for Data Systems and Society Profs,"","","","",01/08/16 01:03 AM
O10005159,10005159,School of Engineering Professors,DEPARTMENTS,10005159,hr-060003,060003,School of Engineering Professors,School of Engineering Professors,School of Engineering Professors,Engineering Area,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000018,25.00,Engineering Area,10005159,53.00,School of Engineering Professors,"","","","",01/08/16 01:03 AM
O19999000,19999000,Other Org Units,NON HIERARCHY ORG UNITS,"","","","","","","","",MIT-All,10000000,1.00,MIT-All,19999000,437.00,Other Org Units,"","","","","","","","","","",01/08/16 01:03 AM
O19999001,19999001,Long Term Disability Org Unit,NON HIERARCHY ORG UNITS,"","","","","","","","",MIT-All,10000000,1.00,MIT-All,19999000,437.00,Other Org Units,19999001,441.00,Long Term Disability Org Unit,"","","","","","","",01/08/16 01:03 AM
O19999002,19999002,Affiliated Organizations,N/A,"","","","","","","","",MIT-All,10000000,1.00,MIT-All,19999000,437.00,Other Org Units,19999002,442.00,Affiliated Organizations,"","","","","","","",01/08/16 01:03 AM
O19999003,19999003,Whitehead Institute,N/A,"","","","","","","","",MIT-All,10000000,1.00,MIT-All,19999000,437.00,Other Org Units,19999002,442.00,Affiliated Organizations,19999003,443.00,Whitehead Institute,"","","","",01/08/16 01:03 AM
O19999999,19999999,HR-Affiliates,NON HIERARCHY ORG UNITS,"","","","","","","","",MIT-All,"",1.00,MIT-All,"","","","","","","","","","","","","",01/08/16 01:03 AM
O10003458,10003458,Security & Emergency Management Office,DEPARTMENTS,10003458,HR-591028,591028,Security & Emergency Management Office,Security and Emergency Management Office,Security & Emergency Management Office,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10002458,362.00,Campus Services area,10004234,369.00,Security & Emergency Management area,D_FACILITIES,01/08/16 01:03 AM
O10003485,10003485,Financial Accounting and Reporting,DEPARTMENTS,10003485,HR-423400,423400,Financial Accounting and Reporting,Financial Accounting and Reporting,Financial Accounting and Reporting,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10000077,337.00,Controller's Area,10003485,341.00,Financial Accounting and Reporting,D_CAS,01/08/16 01:03 AM
O10003489,10003489,Office of Insurance,DEPARTMENTS,10003489,HR-407035,407035,Office of Insurance,Office of Insurance,Office of Insurance,Major Agreements Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003583,345.00,Major Agreements Area,10003489,347.00,Office of Insurance,"","","",D_OMA,01/08/16 01:03 AM
O10003558,10003558,Campus Construction,DEPARTMENTS,10003558,HR-591100,591100,Campus Construction,Campus Construction,Campus Construction,MIT Department of Facilities area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10004934,361.00,MIT Department of Facilities area,10004935,381.00,Campus Construction area,10003558,382.00,Campus Construction,D_FACILITIES,01/08/16 01:03 AM
O10003658,10003658,MIT-Broad Affiliation,DEPARTMENTS,10003658,HR-401864,401864,MIT-Broad Affiliation,MIT-Broad Affiliation,MIT-Broad Affiliation,VP Research,Provost Area,MIT-All,10000000,1.00,MIT-All,10000001,2.00,Provost Area,10000032,281.00,VP Research,10003658,286.00,MIT-Broad Affiliation,"","","",D_BROADAFF,01/08/16 01:03 AM
O10003684,10003684,Sourcing,DEPARTMENTS,10003684,HR-426900,426900,Sourcing,Sourcing,Sourcing,VP for Finance Area,Executive Vice President Area,MIT-All,10000000,1.00,MIT-All,10000002,316.00,Executive Vice President Area,10003333,323.00,VP for Finance Area,10003683,326.00,Financial Operations Area,10003684,331.00,Sourcing,D_SOURCING,01/08/16 01:03 AM
