Srid,Coord Ref Sys Name,Coord Sys Id,Source Geog Srid,Projection Conv Id,Information Source,Data Source
"20,091",Pulkovo 1995 / Gauss-Kruger 31N,"4,530","4,200","16,331","""Main Terms of Reference for the State Geodetic Network""; Federal Geodetic Service of Russia; 1994",EPSG
"20,092",Pulkovo 1995 / Gauss-Kruger 32N,"4,530","4,200","16,332","""Main Terms of Reference for the State Geodetic Network""; Federal Geodetic Service of Russia; 1994",EPSG
"20,137",Adindan / UTM zone 37N,"4,400","4,201","16,037","",EPSG
"20,138",Adindan / UTM zone 38N,"4,400","4,201","16,038","",EPSG
"20,248",AGD66 / AMG zone 48,"4,400","4,202","17,448","",EPSG
"20,249",AGD66 / AMG zone 49,"4,400","4,202","17,449","",EPSG
"20,250",AGD66 / AMG zone 50,"4,400","4,202","17,450","",EPSG
"20,251",AGD66 / AMG zone 51,"4,400","4,202","17,451","",EPSG
"20,252",AGD66 / AMG zone 52,"4,400","4,202","17,452","",EPSG
"20,253",AGD66 / AMG zone 53,"4,400","4,202","17,453","",EPSG
"20,254",AGD66 / AMG zone 54,"4,400","4,202","17,454","",EPSG
"20,255",AGD66 / AMG zone 55,"4,400","4,202","17,455","",EPSG
"20,256",AGD66 / AMG zone 56,"4,400","4,202","17,456","",EPSG
"20,257",AGD66 / AMG zone 57,"4,400","4,202","17,457","",EPSG
"20,258",AGD66 / AMG zone 58,"4,400","4,202","17,458","",EPSG
"20,348",AGD84 / AMG zone 48,"4,400","4,203","17,448","",EPSG
"20,349",AGD84 / AMG zone 49,"4,400","4,203","17,449","",EPSG
"20,350",AGD84 / AMG zone 50,"4,400","4,203","17,450","",EPSG
"20,351",AGD84 / AMG zone 51,"4,400","4,203","17,451","",EPSG
"20,352",AGD84 / AMG zone 52,"4,400","4,203","17,452","",EPSG
"20,353",AGD84 / AMG zone 53,"4,400","4,203","17,453","",EPSG
"20,354",AGD84 / AMG zone 54,"4,400","4,203","17,454","",EPSG
"20,355",AGD84 / AMG zone 55,"4,400","4,203","17,455","",EPSG
"20,356",AGD84 / AMG zone 56,"4,400","4,203","17,456","",EPSG
"20,357",AGD84 / AMG zone 57,"4,400","4,203","17,457","",EPSG
"20,358",AGD84 / AMG zone 58,"4,400","4,203","17,458","",EPSG
"20,437",Ain el Abd / UTM zone 37N,"4,400","4,204","16,037","",EPSG
"20,438",Ain el Abd / UTM zone 38N,"4,400","4,204","16,038","",EPSG
"20,439",Ain el Abd / UTM zone 39N,"4,400","4,204","16,039","",EPSG
"20,499",Ain el Abd / Bahrain Grid,"4,400","4,204","19,900","",EPSG
"20,538",Afgooye / UTM zone 38N,"4,400","4,205","16,038","",EPSG
"20,539",Afgooye / UTM zone 39N,"4,400","4,205","16,039","",EPSG
"20,790",Lisbon (Lisbon)/Portuguese National Grid,"4,499","4,803","19,936",Instituto Geografico e Cadastral; Lisbon,EPSG
"20,791",Lisbon (Lisbon)/Portuguese Grid,"4,499","4,803","19,969",Instituto Geografico e Cadastral Lisbon via EuroGeographics; http://crs.ifag.de/,EPSG
"20,822",Aratu / UTM zone 22S,"4,400","4,208","16,122","",EPSG
"20,823",Aratu / UTM zone 23S,"4,400","4,208","16,123","",EPSG
"20,824",Aratu / UTM zone 24S,"4,400","4,208","16,124","",EPSG
"20,934",Arc 1950 / UTM zone 34S,"4,400","4,209","16,134","",EPSG
"20,935",Arc 1950 / UTM zone 35S,"4,400","4,209","16,135","",EPSG
"20,936",Arc 1950 / UTM zone 36S,"4,400","4,209","16,136","",EPSG
"21,035",Arc 1960 / UTM zone 35S,"4,400","4,210","16,135","",EPSG
"21,036",Arc 1960 / UTM zone 36S,"4,400","4,210","16,136","",EPSG
"21,037",Arc 1960 / UTM zone 37S,"4,400","4,210","16,137","",EPSG
"21,095",Arc 1960 / UTM zone 35N,"4,400","4,210","16,035","",EPSG
"21,096",Arc 1960 / UTM zone 36N,"4,400","4,210","16,036","",EPSG
"21,097",Arc 1960 / UTM zone 37N,"4,400","4,210","16,037","",EPSG
"21,100",Batavia (Jakarta) / NEIEZ,"4,499","4,813","19,905","",EPSG
"21,148",Batavia / UTM zone 48S,"4,400","4,211","16,148","",EPSG
"21,149",Batavia / UTM zone 49S,"4,400","4,211","16,149","",EPSG
"21,150",Batavia / UTM zone 50S,"4,400","4,211","16,150","",EPSG
"21,291",Barbados 1938 / British West Indies Grid,"4,400","4,212","19,942",Ordnance Survey of Great Britain,EPSG
"21,292",Barbados 1938 / Barbados National Grid,"4,400","4,212","19,943",Ordnance Survey of Great Britain,EPSG
"21,413",Beijing 1954 / Gauss-Kruger zone 13,"4,530","4,214","16,213","",EPSG
"21,414",Beijing 1954 / Gauss-Kruger zone 14,"4,530","4,214","16,214","",EPSG
"21,415",Beijing 1954 / Gauss-Kruger zone 15,"4,530","4,214","16,215","",EPSG
"21,416",Beijing 1954 / Gauss-Kruger zone 16,"4,530","4,214","16,216","",EPSG
"21,417",Beijing 1954 / Gauss-Kruger zone 17,"4,530","4,214","16,217","",EPSG
"21,418",Beijing 1954 / Gauss-Kruger zone 18,"4,530","4,214","16,218","",EPSG
"21,419",Beijing 1954 / Gauss-Kruger zone 19,"4,530","4,214","16,219","",EPSG
"21,420",Beijing 1954 / Gauss-Kruger zone 20,"4,530","4,214","16,220","",EPSG
"21,421",Beijing 1954 / Gauss-Kruger zone 21,"4,530","4,214","16,221","",EPSG
"21,422",Beijing 1954 / Gauss-Kruger zone 22,"4,530","4,214","16,222","",EPSG
"21,423",Beijing 1954 / Gauss-Kruger zone 23,"4,530","4,214","16,223","",EPSG
"21,473",Beijing 1954 / Gauss-Kruger 13N,"4,530","4,214","16,313","",EPSG
"21,474",Beijing 1954 / Gauss-Kruger 14N,"4,530","4,214","16,314","",EPSG
"21,475",Beijing 1954 / Gauss-Kruger 15N,"4,530","4,214","16,315","",EPSG
"21,476",Beijing 1954 / Gauss-Kruger 16N,"4,530","4,214","16,316","",EPSG
"21,477",Beijing 1954 / Gauss-Kruger 17N,"4,530","4,214","16,317","",EPSG
"21,478",Beijing 1954 / Gauss-Kruger 18N,"4,530","4,214","16,318","",EPSG
"21,479",Beijing 1954 / Gauss-Kruger 19N,"4,530","4,214","16,319","",EPSG
"21,480",Beijing 1954 / Gauss-Kruger 20N,"4,530","4,214","16,320","",EPSG
"21,481",Beijing 1954 / Gauss-Kruger 21N,"4,530","4,214","16,321","",EPSG
"21,482",Beijing 1954 / Gauss-Kruger 22N,"4,530","4,214","16,322","",EPSG
"21,483",Beijing 1954 / Gauss-Kruger 23N,"4,530","4,214","16,323","",EPSG
"21,500",Belge 1950 (Brussels) / Belge Lambert 50,"4,499","4,809","19,901","",EPSG
"21,780",Bern 1898 (Bern) / LV03C,"4,498","4,801","19,923","",EPSG
"21,781",CH1903 / LV03,"4,498","4,149","19,922","",EPSG
"21,817",Bogota 1975 / UTM zone 17N,"4,400","4,218","16,017","",EPSG
"21,818",Bogota 1975 / UTM zone 18N,"4,400","4,218","16,018","",EPSG
"21,891",Bogota 1975 / Colombia West zone,"4,499","4,218","18,051","",EPSG
"26,191",Merchich / Nord Maroc,"4,499","4,261","18,131","",EPSG
"26,192",Merchich / Sud Maroc,"4,499","4,261","18,132","",EPSG
"26,193",Merchich / Sahara,"4,499","4,261","18,133","",EPSG
"26,237",Massawa / UTM zone 37N,"4,400","4,262","16,037","",EPSG
"26,331",Minna / UTM zone 31N,"4,400","4,263","16,031","",EPSG
"26,332",Minna / UTM zone 32N,"4,400","4,263","16,032","",EPSG
"26,391",Minna / Nigeria West Belt,"4,400","4,263","18,151","",EPSG
"26,392",Minna / Nigeria Mid Belt,"4,400","4,263","18,152","",EPSG
"26,393",Minna / Nigeria East Belt,"4,400","4,263","18,153","",EPSG
"26,432",Mhast / UTM zone 32S,"4,400","4,264","16,132","",EPSG
"26,591",Monte Mario (Rome) / Italy zone 1,"4,499","4,806","18,121","",EPSG
"26,592",Monte Mario (Rome) / Italy zone 2,"4,499","4,806","18,122","",EPSG
"26,632",M'poraloko / UTM zone 32N,"4,400","4,266","16,032","",EPSG
"26,692",M'poraloko / UTM zone 32S,"4,400","4,266","16,132","",EPSG
"26,703",NAD27 / UTM zone 3N,"4,400","4,267","16,003","",EPSG
"26,704",NAD27 / UTM zone 4N,"4,400","4,267","16,004","",EPSG
"26,705",NAD27 / UTM zone 5N,"4,400","4,267","16,005","",EPSG
"26,706",NAD27 / UTM zone 6N,"4,400","4,267","16,006","",EPSG
"26,707",NAD27 / UTM zone 7N,"4,400","4,267","16,007","",EPSG
"26,708",NAD27 / UTM zone 8N,"4,400","4,267","16,008","",EPSG
"26,709",NAD27 / UTM zone 9N,"4,400","4,267","16,009","",EPSG
"26,710",NAD27 / UTM zone 10N,"4,400","4,267","16,010","",EPSG
"26,711",NAD27 / UTM zone 11N,"4,400","4,267","16,011","",EPSG
"26,712",NAD27 / UTM zone 12N,"4,400","4,267","16,012","",EPSG
"26,713",NAD27 / UTM zone 13N,"4,400","4,267","16,013","",EPSG
"26,714",NAD27 / UTM zone 14N,"4,400","4,267","16,014","",EPSG
"26,715",NAD27 / UTM zone 15N,"4,400","4,267","16,015","",EPSG
"26,716",NAD27 / UTM zone 16N,"4,400","4,267","16,016","",EPSG
"26,717",NAD27 / UTM zone 17N,"4,400","4,267","16,017","",EPSG
"26,718",NAD27 / UTM zone 18N,"4,400","4,267","16,018","",EPSG
"26,719",NAD27 / UTM zone 19N,"4,400","4,267","16,019","",EPSG
"26,720",NAD27 / UTM zone 20N,"4,400","4,267","16,020","",EPSG
"26,721",NAD27 / UTM zone 21N,"4,400","4,267","16,021","",EPSG
"26,722",NAD27 / UTM zone 22N,"4,400","4,267","16,022","",EPSG
"26,729",NAD27 / Alabama East,"4,497","4,267","10,101","",EPSG
"26,730",NAD27 / Alabama West,"4,497","4,267","10,102","",EPSG
"26,731",NAD27 / Alaska zone 1,"4,497","4,267","15,001","",EPSG
"26,732",NAD27 / Alaska zone 2,"4,497","4,267","15,002","",EPSG
"26,733",NAD27 / Alaska zone 3,"4,497","4,267","15,003","",EPSG
"26,734",NAD27 / Alaska zone 4,"4,497","4,267","15,004","",EPSG
"26,735",NAD27 / Alaska zone 5,"4,497","4,267","15,005","",EPSG
"26,736",NAD27 / Alaska zone 6,"4,497","4,267","15,006","",EPSG
"26,737",NAD27 / Alaska zone 7,"4,497","4,267","15,007","",EPSG
"26,738",NAD27 / Alaska zone 8,"4,497","4,267","15,008","",EPSG
"26,739",NAD27 / Alaska zone 9,"4,497","4,267","15,009","",EPSG
"26,740",NAD27 / Alaska zone 10,"4,497","4,267","15,010","",EPSG
"26,741",NAD27 / California zone I,"4,497","4,267","10,401","",EPSG
"26,742",NAD27 / California zone II,"4,497","4,267","10,402","",EPSG
"26,743",NAD27 / California zone III,"4,497","4,267","10,403","",EPSG
"26,744",NAD27 / California zone IV,"4,497","4,267","10,404","",EPSG
"26,745",NAD27 / California zone V,"4,497","4,267","10,405","",EPSG
"26,746",NAD27 / California zone VI,"4,497","4,267","10,406","",EPSG
"26,747",NAD27 / California zone VII,"4,497","4,267","10,407","",EPSG
"26,748",NAD27 / Arizona East,"4,497","4,267","10,201","",EPSG
"26,749",NAD27 / Arizona Central,"4,497","4,267","10,202","",EPSG
"26,750",NAD27 / Arizona West,"4,497","4,267","10,203","",EPSG
"26,751",NAD27 / Arkansas North,"4,497","4,267","10,301","",EPSG
"26,752",NAD27 / Arkansas South,"4,497","4,267","10,302","",EPSG
"26,753",NAD27 / Colorado North,"4,497","4,267","10,501","",EPSG
"26,754",NAD27 / Colorado Central,"4,497","4,267","10,502","",EPSG
"26,755",NAD27 / Colorado South,"4,497","4,267","10,503","",EPSG
"26,756",NAD27 / Connecticut,"4,497","4,267","10,600","",EPSG
"26,757",NAD27 / Delaware,"4,497","4,267","10,700","",EPSG
"26,758",NAD27 / Florida East,"4,497","4,267","10,901","",EPSG
"26,759",NAD27 / Florida West,"4,497","4,267","10,902","",EPSG
"26,760",NAD27 / Florida North,"4,497","4,267","10,903","",EPSG
"26,766",NAD27 / Georgia East,"4,497","4,267","11,001","",EPSG
"26,767",NAD27 / Georgia West,"4,497","4,267","11,002","",EPSG
"26,768",NAD27 / Idaho East,"4,497","4,267","11,101","",EPSG
"26,769",NAD27 / Idaho Central,"4,497","4,267","11,102","",EPSG
"26,770",NAD27 / Idaho West,"4,497","4,267","11,103","",EPSG
"26,771",NAD27 / Illinois East,"4,497","4,267","11,201","",EPSG
"26,772",NAD27 / Illinois West,"4,497","4,267","11,202","",EPSG
"26,773",NAD27 / Indiana East,"4,497","4,267","11,301","",EPSG
"26,774",NAD27 / Indiana West,"4,497","4,267","11,302","",EPSG
"26,775",NAD27 / Iowa North,"4,497","4,267","11,401","",EPSG
"26,776",NAD27 / Iowa South,"4,497","4,267","11,402","",EPSG
"26,777",NAD27 / Kansas North,"4,497","4,267","11,501","",EPSG
"26,778",NAD27 / Kansas South,"4,497","4,267","11,502","",EPSG
"26,779",NAD27 / Kentucky North,"4,497","4,267","11,601","",EPSG
"31,282",MGI (Ferro) / Austria Central Zone,"4,530","4,805","18,042",Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG
"31,283",MGI (Ferro) / Austria East Zone,"4,530","4,805","18,043",Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG
"31,284",MGI / M28,"4,530","4,312","18,044",EPSG,EPSG
"31,285",MGI / M31,"4,530","4,312","18,045",EPSG,EPSG
"31,286",MGI / M34,"4,530","4,312","18,046",EPSG,EPSG
"31,287",MGI / Austria Lambert,"4,530","4,312","19,947",Bundesamt fur Eich- und Vermessungswesen; Wien,EPSG
"31,300",Belge 1972 / Belge Lambert 72,"4,499","4,313","19,902",IGN Brussels.,EPSG
"31,370",Belge 1972 / Belgian Lambert 72,"4,499","4,313","19,961",IGN Brussels www.ngi.be/html-files/french/0038.html,EPSG
"31,466",DHDN / Gauss-Kruger zone 2,"4,530","4,314","16,262",Bundesamt fur Kartographie und Geodasie via EuroGeographics; http://crs.ifag.de/,EPSG
"31,467",DHDN / Gauss-Kruger zone 3,"4,530","4,314","16,263",Bundesamt fur Kartographie und Geodasie via EuroGeographics; http://crs.ifag.de/,EPSG
"31,468",DHDN / Gauss-Kruger zone 4,"4,530","4,314","16,264",Bundesamt fur Kartographie und Geodasie via EuroGeographics; http://crs.ifag.de/,EPSG
"31,469",DHDN / Gauss-Kruger zone 5,"4,530","4,314","16,265",Bundesamt fur Kartographie und Geodasie via EuroGeographics; http://crs.ifag.de/,EPSG
"31,528",Conakry 1905 / UTM zone 28N,"4,400","4,315","16,028","",EPSG
"31,529",Conakry 1905 / UTM zone 29N,"4,400","4,315","16,029","",EPSG
"31,600",Dealul Piscului 1933/ Stereo 33,"4,499","4,316","19,927","",EPSG
"31,700",Dealul Piscului 1970/ Stereo 70,"4,530","4,317","19,926","",EPSG
"31,838",NGN / UTM zone 38N,"4,400","4,318","16,038","",EPSG
"31,839",NGN / UTM zone 39N,"4,400","4,318","16,039","",EPSG
"31,900",KUDAMS / KTM,"4,400","4,319","19,928","",EPSG
"31,986",SIRGAS / UTM zone 17N,"4,400","4,170","16,017","",EPSG
"31,987",SIRGAS / UTM zone 18N,"4,400","4,170","16,018","",EPSG
"31,988",SIRGAS / UTM zone 19N,"4,400","4,170","16,019","",EPSG
"31,989",SIRGAS / UTM zone 20N,"4,400","4,170","16,020","",EPSG
"31,990",SIRGAS / UTM zone 21N,"4,400","4,170","16,021","",EPSG
"31,991",SIRGAS / UTM zone 22N,"4,400","4,170","16,022","",EPSG
"31,992",SIRGAS / UTM zone 17S,"4,400","4,170","16,117","",EPSG
"31,993",SIRGAS / UTM zone 18S,"4,400","4,170","16,118","",EPSG
"31,994",SIRGAS / UTM zone 19S,"4,400","4,170","16,119","",EPSG
"31,995",SIRGAS / UTM zone 20S,"4,400","4,170","16,120","",EPSG
"31,996",SIRGAS / UTM zone 21S,"4,400","4,170","16,121","",EPSG
"31,997",SIRGAS / UTM zone 22S,"4,400","4,170","16,122","",EPSG
"31,998",SIRGAS / UTM zone 23S,"4,400","4,170","16,123","",EPSG
"31,999",SIRGAS / UTM zone 24S,"4,400","4,170","16,124","",EPSG
"32,000",SIRGAS / UTM zone 25S,"4,400","4,170","16,125","",EPSG
"32,001",NAD27 / Montana North,"4,497","4,267","12,501","",EPSG
"32,002",NAD27 / Montana Central,"4,497","4,267","12,502","",EPSG
"32,003",NAD27 / Montana South,"4,497","4,267","12,503","",EPSG
"32,005",NAD27 / Nebraska North,"4,497","4,267","12,601","",EPSG
"32,006",NAD27 / Nebraska South,"4,497","4,267","12,602","",EPSG
"32,007",NAD27 / Nevada East,"4,497","4,267","12,701","",EPSG
"32,008",NAD27 / Nevada Central,"4,497","4,267","12,702","",EPSG
"32,009",NAD27 / Nevada West,"4,497","4,267","12,703","",EPSG
"32,010",NAD27 / New Hampshire,"4,497","4,267","12,800","",EPSG
"32,011",NAD27 / New Jersey,"4,497","4,267","12,900","",EPSG
"32,012",NAD27 / New Mexico East,"4,497","4,267","13,001","",EPSG
"32,013",NAD27 / New Mexico Central,"4,497","4,267","13,002","",EPSG
"32,014",NAD27 / New Mexico West,"4,497","4,267","13,003","",EPSG
"32,015",NAD27 / New York East,"4,497","4,267","13,101","",EPSG
"32,016",NAD27 / New York Central,"4,497","4,267","13,102","",EPSG
"32,017",NAD27 / New York West,"4,497","4,267","13,103","",EPSG
"32,018",NAD27 / New York Long Island,"4,497","4,267","13,104","",EPSG
"32,019",NAD27 / North Carolina,"4,497","4,267","13,200","",EPSG
"32,020",NAD27 / North Dakota North,"4,497","4,267","13,301","",EPSG
"32,021",NAD27 / North Dakota South,"4,497","4,267","13,302","",EPSG
"32,022",NAD27 / Ohio North,"4,497","4,267","13,401","",EPSG
"32,023",NAD27 / Ohio South,"4,497","4,267","13,402","",EPSG
"32,024",NAD27 / Oklahoma North,"4,497","4,267","13,501","",EPSG
"32,025",NAD27 / Oklahoma South,"4,497","4,267","13,502","",EPSG
"32,026",NAD27 / Oregon North,"4,497","4,267","13,601","",EPSG
"32,027",NAD27 / Oregon South,"4,497","4,267","13,602","",EPSG
"32,028",NAD27 / Pennsylvania North,"4,497","4,267","13,701","",EPSG
"32,029",NAD27 / Pennsylvania South,"4,497","4,267","13,702","",EPSG
"32,030",NAD27 / Rhode Island,"4,497","4,267","13,800","",EPSG
"32,031",NAD27 / South Carolina North,"4,497","4,267","13,901","",EPSG
"32,033",NAD27 / South Carolina South,"4,497","4,267","13,902","",EPSG
"32,034",NAD27 / South Dakota North,"4,497","4,267","14,001","",EPSG
"32,035",NAD27 / South Dakota South,"4,497","4,267","14,002","",EPSG
"32,037",NAD27 / Texas North,"4,497","4,267","14,201","",EPSG
"32,038",NAD27 / Texas North Central,"4,497","4,267","14,202","",EPSG
"32,039",NAD27 / Texas Central,"4,497","4,267","14,203","",EPSG
"32,040",NAD27 / Texas South Central,"4,497","4,267","14,204","",EPSG
"32,041",NAD27 / Texas South,"4,497","4,267","14,205","",EPSG
"26,780",NAD27 / Kentucky South,"4,497","4,267","11,602","",EPSG
"26,781",NAD27 / Louisiana North,"4,497","4,267","11,701","",EPSG
"26,782",NAD27 / Louisiana South,"4,497","4,267","11,702","",EPSG
"26,783",NAD27 / Maine East,"4,497","4,267","11,801","",EPSG
"26,784",NAD27 / Maine West,"4,497","4,267","11,802","",EPSG
"26,785",NAD27 / Maryland,"4,497","4,267","11,900","",EPSG
"26,786",NAD27 / Massachusetts Mainland,"4,497","4,267","12,001","",EPSG
"26,787",NAD27 / Massachusetts Island,"4,497","4,267","12,002","",EPSG
"26,791",NAD27 / Minnesota North,"4,497","4,267","12,201","",EPSG
"26,792",NAD27 / Minnesota Central,"4,497","4,267","12,202","",EPSG
"26,793",NAD27 / Minnesota South,"4,497","4,267","12,203","",EPSG
"26,794",NAD27 / Mississippi East,"4,497","4,267","12,301","",EPSG
"26,795",NAD27 / Mississippi West,"4,497","4,267","12,302","",EPSG
"26,796",NAD27 / Missouri East,"4,497","4,267","12,401","",EPSG
"26,797",NAD27 / Missouri Central,"4,497","4,267","12,402","",EPSG
"26,798",NAD27 / Missouri West,"4,497","4,267","12,403","",EPSG
"26,801",NAD Michigan / Michigan East,"4,497","4,268","12,101","",EPSG
"26,802",NAD Michigan / Michigan Old Central,"4,497","4,268","12,102","",EPSG
"26,803",NAD Michigan / Michigan West,"4,497","4,268","12,103","",EPSG
"26,811",NAD Michigan / Michigan North,"4,497","4,268","12,111","",EPSG
"26,812",NAD Michigan / Michigan Central,"4,497","4,268","12,112","",EPSG
"26,813",NAD Michigan / Michigan South,"4,497","4,268","12,113","",EPSG
"26,903",NAD83 / UTM zone 3N,"4,400","4,269","16,003","",EPSG
"26,904",NAD83 / UTM zone 4N,"4,400","4,269","16,004","",EPSG
"26,905",NAD83 / UTM zone 5N,"4,400","4,269","16,005","",EPSG
"26,906",NAD83 / UTM zone 6N,"4,400","4,269","16,006","",EPSG
"26,907",NAD83 / UTM zone 7N,"4,400","4,269","16,007","",EPSG
"26,908",NAD83 / UTM zone 8N,"4,400","4,269","16,008","",EPSG
"26,909",NAD83 / UTM zone 9N,"4,400","4,269","16,009","",EPSG
"26,910",NAD83 / UTM zone 10N,"4,400","4,269","16,010","",EPSG
"26,911",NAD83 / UTM zone 11N,"4,400","4,269","16,011","",EPSG
"26,912",NAD83 / UTM zone 12N,"4,400","4,269","16,012","",EPSG
"26,913",NAD83 / UTM zone 13N,"4,400","4,269","16,013","",EPSG
"26,914",NAD83 / UTM zone 14N,"4,400","4,269","16,014","",EPSG
"26,915",NAD83 / UTM zone 15N,"4,400","4,269","16,015","",EPSG
"26,916",NAD83 / UTM zone 16N,"4,400","4,269","16,016","",EPSG
"26,917",NAD83 / UTM zone 17N,"4,400","4,269","16,017","",EPSG
"26,918",NAD83 / UTM zone 18N,"4,400","4,269","16,018","",EPSG
"26,919",NAD83 / UTM zone 19N,"4,400","4,269","16,019","",EPSG
"26,920",NAD83 / UTM zone 20N,"4,400","4,269","16,020","",EPSG
"26,921",NAD83 / UTM zone 21N,"4,400","4,269","16,021","",EPSG
"26,922",NAD83 / UTM zone 22N,"4,400","4,269","16,022","",EPSG
"26,923",NAD83 / UTM zone 23N,"4,400","4,269","16,023","",EPSG
"26,929",NAD83 / Alabama East,"4,499","4,269","10,131","",EPSG
"26,930",NAD83 / Alabama West,"4,499","4,269","10,132","",EPSG
"26,931",NAD83 / Alaska zone 1,"4,499","4,269","15,031","",EPSG
"26,932",NAD83 / Alaska zone 2,"4,499","4,269","15,032","",EPSG
"26,933",NAD83 / Alaska zone 3,"4,499","4,269","15,033","",EPSG
"26,934",NAD83 / Alaska zone 4,"4,499","4,269","15,034","",EPSG
"26,935",NAD83 / Alaska zone 5,"4,499","4,269","15,035","",EPSG
"26,936",NAD83 / Alaska zone 6,"4,499","4,269","15,036","",EPSG
"26,937",NAD83 / Alaska zone 7,"4,499","4,269","15,037","",EPSG
"26,938",NAD83 / Alaska zone 8,"4,499","4,269","15,038","",EPSG
"26,939",NAD83 / Alaska zone 9,"4,499","4,269","15,039","",EPSG
"26,940",NAD83 / Alaska zone 10,"4,499","4,269","15,040","",EPSG
"26,941",NAD83 / California zone 1,"4,499","4,269","10,431","",EPSG
"26,942",NAD83 / California zone 2,"4,499","4,269","10,432","",EPSG
"26,943",NAD83 / California zone 3,"4,499","4,269","10,433","",EPSG
"26,944",NAD83 / California zone 4,"4,499","4,269","10,434","",EPSG
"26,945",NAD83 / California zone 5,"4,499","4,269","10,435","",EPSG
"26,946",NAD83 / California zone 6,"4,499","4,269","10,436","",EPSG
"26,948",NAD83 / Arizona East,"4,499","4,269","10,231","",EPSG
"26,949",NAD83 / Arizona Central,"4,499","4,269","10,232","",EPSG
"26,950",NAD83 / Arizona West,"4,499","4,269","10,233","",EPSG
"26,951",NAD83 / Arkansas North,"4,499","4,269","10,331","",EPSG
"26,952",NAD83 / Arkansas South,"4,499","4,269","10,332","",EPSG
"26,953",NAD83 / Colorado North,"4,499","4,269","10,531","",EPSG
"26,954",NAD83 / Colorado Central,"4,499","4,269","10,532","",EPSG
"26,955",NAD83 / Colorado South,"4,499","4,269","10,533","",EPSG
"26,956",NAD83 / Connecticut,"4,499","4,269","10,630","",EPSG
"26,957",NAD83 / Delaware,"4,499","4,269","10,730","",EPSG
"26,958",NAD83 / Florida East,"4,499","4,269","10,931","",EPSG
"26,959",NAD83 / Florida West,"4,499","4,269","10,932","",EPSG
"26,960",NAD83 / Florida North,"4,499","4,269","10,933","",EPSG
"26,961",NAD83 / Hawaii zone 1,"4,499","4,269","15,131","",EPSG
"26,962",NAD83 / Hawaii zone 2,"4,499","4,269","15,132","",EPSG
"26,963",NAD83 / Hawaii zone 3,"4,499","4,269","15,133","",EPSG
"26,964",NAD83 / Hawaii zone 4,"4,499","4,269","15,134","",EPSG
"26,965",NAD83 / Hawaii zone 5,"4,499","4,269","15,135","",EPSG
"26,966",NAD83 / Georgia East,"4,499","4,269","11,031","",EPSG
"26,967",NAD83 / Georgia West,"4,499","4,269","11,032","",EPSG
"26,968",NAD83 / Idaho East,"4,499","4,269","11,131","",EPSG
"26,969",NAD83 / Idaho Central,"4,499","4,269","11,132","",EPSG
"26,970",NAD83 / Idaho West,"4,499","4,269","11,133","",EPSG
"26,971",NAD83 / Illinois East,"4,499","4,269","11,231","",EPSG
"26,972",NAD83 / Illinois West,"4,499","4,269","11,232","",EPSG
"26,973",NAD83 / Indiana East,"4,499","4,269","11,331","",EPSG
"26,974",NAD83 / Indiana West,"4,499","4,269","11,332","",EPSG
"26,975",NAD83 / Iowa North,"4,499","4,269","11,431","",EPSG
"26,976",NAD83 / Iowa South,"4,499","4,269","11,432","",EPSG
"26,977",NAD83 / Kansas North,"4,499","4,269","11,531","",EPSG
"26,978",NAD83 / Kansas South,"4,499","4,269","11,532","",EPSG
"26,980",NAD83 / Kentucky South,"4,499","4,269","11,632","",EPSG
"26,981",NAD83 / Louisiana North,"4,499","4,269","11,731","",EPSG
"26,982",NAD83 / Louisiana South,"4,499","4,269","11,732","",EPSG
"26,983",NAD83 / Maine East,"4,499","4,269","11,831","",EPSG
"26,984",NAD83 / Maine West,"4,499","4,269","11,832","",EPSG
"26,985",NAD83 / Maryland,"4,499","4,269","11,930","",EPSG
"26,986",NAD83 / Massachusetts Mainland,"4,499","4,269","12,031","",EPSG
"26,987",NAD83 / Massachusetts Island,"4,499","4,269","12,032","",EPSG
"26,988",NAD83 / Michigan North,"4,499","4,269","12,141","",EPSG
"26,989",NAD83 / Michigan Central,"4,499","4,269","12,142","",EPSG
"26,990",NAD83 / Michigan South,"4,499","4,269","12,143","",EPSG
"26,991",NAD83 / Minnesota North,"4,499","4,269","12,231","",EPSG
"26,992",NAD83 / Minnesota Central,"4,499","4,269","12,232","",EPSG
"26,993",NAD83 / Minnesota South,"4,499","4,269","12,233","",EPSG
"26,994",NAD83 / Mississippi East,"4,499","4,269","12,331","",EPSG
"26,995",NAD83 / Mississippi West,"4,499","4,269","12,332","",EPSG
"26,996",NAD83 / Missouri East,"4,499","4,269","12,431","",EPSG
"26,997",NAD83 / Missouri Central,"4,499","4,269","12,432","",EPSG
"26,998",NAD83 / Missouri West,"4,499","4,269","12,433","",EPSG
"27,038",Nahrwan 1967 / UTM zone 38N,"4,400","4,270","16,038","",EPSG
"27,039",Nahrwan 1967 / UTM zone 39N,"4,400","4,270","16,039","",EPSG
"27,040",Nahrwan 1967 / UTM zone 40N,"4,400","4,270","16,040","",EPSG
"27,120",Naparima 1972 / UTM zone 20N,"4,400","4,271","16,020","",EPSG
"27,200",NZGD49 / New Zealand Map Grid,"4,400","4,272","19,917","",EPSG
